order_id,customer_id,order_placement_date,on_time,in_full,otif,customer_name
FMR318403503,789403,17-Mar-22,1,1,1,Propel Mart
FMR319202403,789202,17-Mar-22,1,1,1,Rel Fresh
FMR320202402,789202,17-Mar-22,1,1,1,Rel Fresh
FMR319303402,789303,17-Mar-22,1,1,1,Expression Stores
FMR320303502,789303,17-Mar-22,1,1,1,Expression Stores
FMR319703602,789703,17-Mar-22,1,1,1,Sorefoz Mart
FMR320703103,789703,17-Mar-22,1,1,1,Sorefoz Mart
FMR319603503,789603,17-Mar-22,1,1,1,Info Stores
FMR320603603,789603,17-Mar-22,1,1,1,Info Stores
FMR320603103,789603,17-Mar-22,1,1,1,Info Stores
FMR319103402,789103,18-Mar-22,1,0,0,Vijay Stores
FMR319903403,789903,18-Mar-22,1,0,0,Elite Mart
FMR321903603,789903,18-Mar-22,1,0,0,Elite Mart
FMR321702602,789702,18-Mar-22,1,0,0,Sorefoz Mart
FMR320702502,789702,18-Mar-22,1,0,0,Sorefoz Mart
FMR320601501,789601,18-Mar-22,1,0,0,Info Stores
FMR321601403,789601,18-Mar-22,1,0,0,Info Stores
FMR321601103,789601,18-Mar-22,1,0,0,Info Stores
FMR320301603,789301,18-Mar-22,1,0,0,Expression Stores
FMR319301601,789301,18-Mar-22,1,0,0,Expression Stores
FMR319203601,789203,18-Mar-22,1,0,0,Rel Fresh
FMR320203303,789203,18-Mar-22,1,0,0,Rel Fresh
FMR319621402,789621,18-Mar-22,1,0,0,Expert Mart
FMR319101401,789101,18-Mar-22,1,0,0,Vijay Stores
FMR321101601,789101,18-Mar-22,1,0,0,Vijay Stores
FMR321102501,789102,18-Mar-22,1,0,0,Vijay Stores
FMR320102403,789102,18-Mar-22,1,0,0,Vijay Stores
FMR319102202,789102,18-Mar-22,1,0,0,Vijay Stores
FMR319902501,789902,18-Mar-22,1,0,0,Elite Mart
FMR319201603,789201,18-Mar-22,1,0,0,Rel Fresh
FMR319202601,789202,18-Mar-22,1,0,0,Rel Fresh
FMR321202601,789202,18-Mar-22,1,0,0,Rel Fresh
FMR320202401,789202,18-Mar-22,1,0,0,Rel Fresh
FMR319321603,789321,18-Mar-22,1,0,0,Chiptec Stores
FMR320321503,789321,18-Mar-22,1,0,0,Chiptec Stores
FMR321321302,789321,18-Mar-22,1,0,0,Chiptec Stores
FMR321402501,789402,18-Mar-22,1,0,0,Propel Mart
FMR320402503,789402,18-Mar-22,1,0,0,Propel Mart
FMR321720301,789720,18-Mar-22,1,0,0,Logic Stores
FMR319720503,789720,18-Mar-22,1,0,0,Logic Stores
FMR319221202,789221,18-Mar-22,1,0,0,Atlas Stores
FMR320221201,789221,18-Mar-22,1,0,0,Atlas Stores
FMR321221602,789221,18-Mar-22,1,0,0,Atlas Stores
FMR321401601,789401,18-Mar-22,1,0,0,Propel Mart
FMR320622603,789622,18-Mar-22,1,0,0,Expert Mart
FMR321320503,789320,18-Mar-22,1,0,0,Chiptec Stores
FMR319320402,789320,18-Mar-22,1,0,0,Chiptec Stores
FMR321122501,789122,18-Mar-22,1,0,0,Coolblue
FMR320122602,789122,18-Mar-22,1,0,0,Coolblue
FMR319122301,789122,18-Mar-22,1,0,0,Coolblue
FMR319220302,789220,18-Mar-22,1,0,0,Atlas Stores
FMR321520402,789520,18-Mar-22,1,0,0,Acclaimed Stores
FMR321520201,789520,18-Mar-22,1,0,0,Acclaimed Stores
FMR320520501,789520,18-Mar-22,1,0,0,Acclaimed Stores
FMR319501503,789501,18-Mar-22,1,0,0,Viveks Stores
FMR321501502,789501,18-Mar-22,1,0,0,Viveks Stores
FMR320501603,789501,18-Mar-22,1,0,0,Viveks Stores
FMR319503301,789503,18-Mar-22,1,0,0,Viveks Stores
FMR319603602,789603,18-Mar-22,1,0,0,Info Stores
FMR321603603,789603,18-Mar-22,1,0,0,Info Stores
FMR321403601,789403,18-Mar-22,1,0,0,Propel Mart
FMR321421501,789421,18-Mar-22,1,0,0,Lotus Mart
FMR321303601,789303,18-Mar-22,1,0,0,Expression Stores
FMR319522401,789522,18-Mar-22,1,0,0,Acclaimed Stores
FMR321402102,789402,18-Mar-22,0,0,0,Propel Mart
FMR320203502,789203,18-Mar-22,0,0,0,Rel Fresh
FMR321201502,789201,18-Mar-22,0,0,0,Rel Fresh
FMR319621601,789621,18-Mar-22,0,0,0,Expert Mart
FMR320101303,789101,18-Mar-22,0,0,0,Vijay Stores
FMR321101401,789101,18-Mar-22,0,0,0,Vijay Stores
FMR319103303,789103,18-Mar-22,0,0,0,Vijay Stores
FMR319103503,789103,18-Mar-22,0,0,0,Vijay Stores
FMR319601202,789601,18-Mar-22,0,0,0,Info Stores
FMR319601603,789601,18-Mar-22,0,0,0,Info Stores
FMR319702202,789702,18-Mar-22,0,0,0,Sorefoz Mart
FMR320702603,789702,18-Mar-22,0,0,0,Sorefoz Mart
FMR320521501,789521,18-Mar-22,0,0,0,Acclaimed Stores
FMR321522102,789522,18-Mar-22,0,0,0,Acclaimed Stores
FMR320522403,789522,18-Mar-22,0,0,0,Acclaimed Stores
FMR321522403,789522,18-Mar-22,0,0,0,Acclaimed Stores
FMR320522602,789522,18-Mar-22,0,0,0,Acclaimed Stores
FMR320422502,789422,18-Mar-22,0,0,0,Lotus Mart
FMR321422402,789422,18-Mar-22,0,0,0,Lotus Mart
FMR321422601,789422,18-Mar-22,0,0,0,Lotus Mart
FMR321420501,789420,18-Mar-22,0,0,0,Lotus Mart
FMR321520203,789520,18-Mar-22,0,0,0,Acclaimed Stores
FMR320520102,789520,18-Mar-22,0,0,0,Acclaimed Stores
FMR321520102,789520,18-Mar-22,0,0,0,Acclaimed Stores
FMR319520501,789520,18-Mar-22,0,0,0,Acclaimed Stores
FMR319520103,789520,18-Mar-22,0,0,0,Acclaimed Stores
FMR321421502,789421,18-Mar-22,0,0,0,Lotus Mart
FMR321421302,789421,18-Mar-22,0,0,0,Lotus Mart
FMR319421303,789421,18-Mar-22,0,0,0,Lotus Mart
FMR321122503,789122,18-Mar-22,0,0,0,Coolblue
FMR320122401,789122,18-Mar-22,0,0,0,Coolblue
FMR319122603,789122,18-Mar-22,0,0,0,Coolblue
FMR321422602,789422,18-Mar-22,0,1,0,Lotus Mart
FMR320421203,789421,18-Mar-22,0,1,0,Lotus Mart
FMR320421301,789421,18-Mar-22,0,1,0,Lotus Mart
FMR319102501,789102,18-Mar-22,0,1,0,Vijay Stores
FMR319720602,789720,18-Mar-22,0,1,0,Logic Stores
FMR321320301,789320,18-Mar-22,0,1,0,Chiptec Stores
FMR319603402,789603,18-Mar-22,0,1,0,Info Stores
FMR319603201,789603,18-Mar-22,0,1,0,Info Stores
FMR320721603,789721,18-Mar-22,0,1,0,Logic Stores
FMR319721401,789721,18-Mar-22,0,1,0,Logic Stores
FMR320321303,789321,18-Mar-22,0,1,0,Chiptec Stores
FMR320221101,789221,18-Mar-22,0,1,0,Atlas Stores
FMR319503403,789503,18-Mar-22,0,1,0,Viveks Stores
FMR320503201,789503,18-Mar-22,0,1,0,Viveks Stores
FMR319503401,789503,18-Mar-22,0,1,0,Viveks Stores
FMR319622402,789622,18-Mar-22,0,1,0,Expert Mart
FMR320621503,789621,18-Mar-22,0,1,0,Expert Mart
FMR320101402,789101,18-Mar-22,0,1,0,Vijay Stores
FMR320703603,789703,18-Mar-22,0,1,0,Sorefoz Mart
FMR320220103,789220,18-Mar-22,0,1,0,Atlas Stores
FMR320201103,789201,18-Mar-22,0,1,0,Rel Fresh
FMR320402301,789402,18-Mar-22,0,1,0,Propel Mart
FMR320702403,789702,18-Mar-22,0,1,0,Sorefoz Mart
FMR319903201,789903,18-Mar-22,0,1,0,Elite Mart
FMR319522102,789522,18-Mar-22,0,1,0,Acclaimed Stores
FMR319522301,789522,18-Mar-22,0,1,0,Acclaimed Stores
FMR320522503,789522,18-Mar-22,0,1,0,Acclaimed Stores
FMR321522603,789522,18-Mar-22,0,1,0,Acclaimed Stores
FMR319521402,789521,18-Mar-22,0,1,0,Acclaimed Stores
FMR319521503,789521,18-Mar-22,0,1,0,Acclaimed Stores
FMR320521401,789521,18-Mar-22,0,1,0,Acclaimed Stores
FMR320121203,789121,18-Mar-22,0,1,0,Coolblue
FMR319121102,789121,18-Mar-22,0,1,0,Coolblue
FMR320121502,789121,18-Mar-22,0,1,0,Coolblue
FMR321121101,789121,18-Mar-22,0,1,0,Coolblue
FMR320420502,789420,18-Mar-22,0,1,0,Lotus Mart
FMR319420301,789420,18-Mar-22,0,1,0,Lotus Mart
FMR320420301,789420,18-Mar-22,0,1,0,Lotus Mart
FMR319420503,789420,18-Mar-22,0,1,0,Lotus Mart
FMR319420303,789420,18-Mar-22,0,1,0,Lotus Mart
FMR319402201,789402,18-Mar-22,1,1,1,Propel Mart
FMR320402303,789402,18-Mar-22,1,1,1,Propel Mart
FMR321402603,789402,18-Mar-22,1,1,1,Propel Mart
FMR321622501,789622,18-Mar-22,1,1,1,Expert Mart
FMR319622601,789622,18-Mar-22,1,1,1,Expert Mart
FMR319221601,789221,18-Mar-22,1,1,1,Atlas Stores
FMR321721602,789721,18-Mar-22,1,1,1,Logic Stores
FMR319721503,789721,18-Mar-22,1,1,1,Logic Stores
FMR320721601,789721,18-Mar-22,1,1,1,Logic Stores
FMR320721501,789721,18-Mar-22,1,1,1,Logic Stores
FMR320320602,789320,18-Mar-22,1,1,1,Chiptec Stores
FMR321503302,789503,18-Mar-22,1,1,1,Viveks Stores
FMR320503101,789503,18-Mar-22,1,1,1,Viveks Stores
FMR319401403,789401,18-Mar-22,1,1,1,Propel Mart
FMR320720503,789720,18-Mar-22,1,1,1,Logic Stores
FMR320902102,789902,18-Mar-22,1,1,1,Elite Mart
FMR320902201,789902,18-Mar-22,1,1,1,Elite Mart
FMR321902603,789902,18-Mar-22,1,1,1,Elite Mart
FMR319902602,789902,18-Mar-22,1,1,1,Elite Mart
FMR320220602,789220,18-Mar-22,1,1,1,Atlas Stores
FMR321220601,789220,18-Mar-22,1,1,1,Atlas Stores
FMR320621602,789621,18-Mar-22,1,1,1,Expert Mart
FMR321621502,789621,18-Mar-22,1,1,1,Expert Mart
FMR321101502,789101,18-Mar-22,1,1,1,Vijay Stores
FMR321203301,789203,18-Mar-22,1,1,1,Rel Fresh
FMR321301502,789301,18-Mar-22,1,1,1,Expression Stores
FMR321301101,789301,18-Mar-22,1,1,1,Expression Stores
FMR320201403,789201,18-Mar-22,1,1,1,Rel Fresh
FMR321201601,789201,18-Mar-22,1,1,1,Rel Fresh
FMR321121501,789121,18-Mar-22,1,1,1,Coolblue
FMR321121603,789121,18-Mar-22,1,1,1,Coolblue
FMR319422502,789422,18-Mar-22,1,1,1,Lotus Mart
FMR320422501,789422,18-Mar-22,1,1,1,Lotus Mart
FMR319521203,789521,18-Mar-22,1,1,1,Acclaimed Stores
FMR320521402,789521,18-Mar-22,1,1,1,Acclaimed Stores
FMR319521601,789521,18-Mar-22,1,1,1,Acclaimed Stores
FMR320103501,789103,18-Mar-22,1,1,1,Vijay Stores
FMR319520601,789520,18-Mar-22,1,1,1,Acclaimed Stores
FMR319403502,789403,18-Mar-22,1,1,1,Propel Mart
FMR320403303,789403,18-Mar-22,1,1,1,Propel Mart
FMR319202201,789202,18-Mar-22,1,1,1,Rel Fresh
FMR320303203,789303,18-Mar-22,1,1,1,Expression Stores
FMR319303101,789303,18-Mar-22,1,1,1,Expression Stores
FMR321703502,789703,18-Mar-22,1,1,1,Sorefoz Mart
FMR320703601,789703,18-Mar-22,1,1,1,Sorefoz Mart
FMR322103201,789103,19-Mar-22,1,0,0,Vijay Stores
FMR321103601,789103,19-Mar-22,1,0,0,Vijay Stores
FMR322903501,789903,19-Mar-22,1,0,0,Elite Mart
FMR320702601,789702,19-Mar-22,1,0,0,Sorefoz Mart
FMR322702603,789702,19-Mar-22,1,0,0,Sorefoz Mart
FMR322601402,789601,19-Mar-22,1,0,0,Info Stores
FMR320601502,789601,19-Mar-22,1,0,0,Info Stores
FMR322601502,789601,19-Mar-22,1,0,0,Info Stores
FMR321601303,789601,19-Mar-22,1,0,0,Info Stores
FMR321301602,789301,19-Mar-22,1,0,0,Expression Stores
FMR322301603,789301,19-Mar-22,1,0,0,Expression Stores
FMR322203601,789203,19-Mar-22,1,0,0,Rel Fresh
FMR320621603,789621,19-Mar-22,1,0,0,Expert Mart
FMR322621502,789621,19-Mar-22,1,0,0,Expert Mart
FMR321101102,789101,19-Mar-22,1,0,0,Vijay Stores
FMR322101503,789101,19-Mar-22,1,0,0,Vijay Stores
FMR322102603,789102,19-Mar-22,1,0,0,Vijay Stores
FMR322902302,789902,19-Mar-22,1,0,0,Elite Mart
FMR322201403,789201,19-Mar-22,1,0,0,Rel Fresh
FMR322202603,789202,19-Mar-22,1,0,0,Rel Fresh
FMR321321502,789321,19-Mar-22,1,0,0,Chiptec Stores
FMR320321403,789321,19-Mar-22,1,0,0,Chiptec Stores
FMR322321602,789321,19-Mar-22,1,0,0,Chiptec Stores
FMR322321202,789321,19-Mar-22,1,0,0,Chiptec Stores
FMR320402602,789402,19-Mar-22,1,0,0,Propel Mart
FMR322720501,789720,19-Mar-22,1,0,0,Logic Stores
FMR320221402,789221,19-Mar-22,1,0,0,Atlas Stores
FMR322221502,789221,19-Mar-22,1,0,0,Atlas Stores
FMR320703301,789703,19-Mar-22,1,0,0,Sorefoz Mart
FMR322703601,789703,19-Mar-22,1,0,0,Sorefoz Mart
FMR320401501,789401,19-Mar-22,1,0,0,Propel Mart
FMR321401602,789401,19-Mar-22,1,0,0,Propel Mart
FMR322401602,789401,19-Mar-22,1,0,0,Propel Mart
FMR320622502,789622,19-Mar-22,1,0,0,Expert Mart
FMR321721402,789721,19-Mar-22,1,0,0,Logic Stores
FMR322721602,789721,19-Mar-22,1,0,0,Logic Stores
FMR321721103,789721,19-Mar-22,1,0,0,Logic Stores
FMR320122302,789122,19-Mar-22,1,0,0,Coolblue
FMR322122601,789122,19-Mar-22,1,0,0,Coolblue
FMR320220501,789220,19-Mar-22,1,0,0,Atlas Stores
FMR320520602,789520,19-Mar-22,1,0,0,Acclaimed Stores
FMR321520401,789520,19-Mar-22,1,0,0,Acclaimed Stores
FMR321501503,789501,19-Mar-22,1,0,0,Viveks Stores
FMR320503602,789503,19-Mar-22,1,0,0,Viveks Stores
FMR322403503,789403,19-Mar-22,1,0,0,Propel Mart
FMR321421102,789421,19-Mar-22,1,0,0,Lotus Mart
FMR322421101,789421,19-Mar-22,1,0,0,Lotus Mart
FMR320421202,789421,19-Mar-22,1,0,0,Lotus Mart
FMR320303601,789303,19-Mar-22,1,0,0,Expression Stores
FMR320521603,789521,19-Mar-22,1,0,0,Acclaimed Stores
FMR322521402,789521,19-Mar-22,1,0,0,Acclaimed Stores
FMR321622502,789622,19-Mar-22,0,0,0,Expert Mart
FMR321201602,789201,19-Mar-22,0,0,0,Rel Fresh
FMR320201303,789201,19-Mar-22,0,0,0,Rel Fresh
FMR322703603,789703,19-Mar-22,0,0,0,Sorefoz Mart
FMR321603302,789603,19-Mar-22,0,0,0,Info Stores
FMR321301201,789301,19-Mar-22,0,0,0,Expression Stores
FMR321401201,789401,19-Mar-22,0,0,0,Propel Mart
FMR322720601,789720,19-Mar-22,0,0,0,Logic Stores
FMR320221301,789221,19-Mar-22,0,0,0,Atlas Stores
FMR321501203,789501,19-Mar-22,0,0,0,Viveks Stores
FMR321501402,789501,19-Mar-22,0,0,0,Viveks Stores
FMR321501603,789501,19-Mar-22,0,0,0,Viveks Stores
FMR320103603,789103,19-Mar-22,0,0,0,Vijay Stores
FMR320903403,789903,19-Mar-22,0,0,0,Elite Mart
FMR322903201,789903,19-Mar-22,0,0,0,Elite Mart
FMR322702103,789702,19-Mar-22,0,0,0,Sorefoz Mart
FMR320521203,789521,19-Mar-22,0,0,0,Acclaimed Stores
FMR321521403,789521,19-Mar-22,0,0,0,Acclaimed Stores
FMR321521603,789521,19-Mar-22,0,0,0,Acclaimed Stores
FMR320521602,789521,19-Mar-22,0,0,0,Acclaimed Stores
FMR322521601,789521,19-Mar-22,0,0,0,Acclaimed Stores
FMR322522601,789522,19-Mar-22,0,0,0,Acclaimed Stores
FMR322422103,789422,19-Mar-22,0,0,0,Lotus Mart
FMR321121402,789121,19-Mar-22,0,0,0,Coolblue
FMR322121303,789121,19-Mar-22,0,0,0,Coolblue
FMR322520602,789520,19-Mar-22,0,0,0,Acclaimed Stores
FMR320520301,789520,19-Mar-22,0,0,0,Acclaimed Stores
FMR320520101,789520,19-Mar-22,0,0,0,Acclaimed Stores
FMR321421301,789421,19-Mar-22,0,0,0,Lotus Mart
FMR320421201,789421,19-Mar-22,0,0,0,Lotus Mart
FMR322421601,789421,19-Mar-22,0,0,0,Lotus Mart
FMR320421302,789421,19-Mar-22,0,0,0,Lotus Mart
FMR322421303,789421,19-Mar-22,0,0,0,Lotus Mart
FMR322122502,789122,19-Mar-22,0,0,0,Coolblue
FMR321122403,789122,19-Mar-22,0,0,0,Coolblue
FMR320122503,789122,19-Mar-22,0,0,0,Coolblue
FMR321122302,789122,19-Mar-22,0,0,0,Coolblue
FMR320422102,789422,19-Mar-22,0,1,0,Lotus Mart
FMR320422302,789422,19-Mar-22,0,1,0,Lotus Mart
FMR322422603,789422,19-Mar-22,0,1,0,Lotus Mart
FMR320421501,789421,19-Mar-22,0,1,0,Lotus Mart
FMR320102203,789102,19-Mar-22,0,1,0,Vijay Stores
FMR322102102,789102,19-Mar-22,0,1,0,Vijay Stores
FMR321102502,789102,19-Mar-22,0,1,0,Vijay Stores
FMR320122501,789122,19-Mar-22,0,1,0,Coolblue
FMR321122601,789122,19-Mar-22,0,1,0,Coolblue
FMR322720301,789720,19-Mar-22,0,1,0,Logic Stores
FMR320303101,789303,19-Mar-22,0,1,0,Expression Stores
FMR321320602,789320,19-Mar-22,0,1,0,Chiptec Stores
FMR322320603,789320,19-Mar-22,0,1,0,Chiptec Stores
FMR320321301,789321,19-Mar-22,0,1,0,Chiptec Stores
FMR321321503,789321,19-Mar-22,0,1,0,Chiptec Stores
FMR322321101,789321,19-Mar-22,0,1,0,Chiptec Stores
FMR322221401,789221,19-Mar-22,0,1,0,Atlas Stores
FMR321520503,789520,19-Mar-22,0,1,0,Acclaimed Stores
FMR321520202,789520,19-Mar-22,0,1,0,Acclaimed Stores
FMR322503101,789503,19-Mar-22,0,1,0,Viveks Stores
FMR320503103,789503,19-Mar-22,0,1,0,Viveks Stores
FMR321622103,789622,19-Mar-22,0,1,0,Expert Mart
FMR322501201,789501,19-Mar-22,0,1,0,Viveks Stores
FMR320703102,789703,19-Mar-22,0,1,0,Sorefoz Mart
FMR322703201,789703,19-Mar-22,0,1,0,Sorefoz Mart
FMR320220502,789220,19-Mar-22,0,1,0,Atlas Stores
FMR320201601,789201,19-Mar-22,0,1,0,Rel Fresh
FMR321402303,789402,19-Mar-22,0,1,0,Propel Mart
FMR320601601,789601,19-Mar-22,0,1,0,Info Stores
FMR320903203,789903,19-Mar-22,0,1,0,Elite Mart
FMR321103403,789103,19-Mar-22,0,1,0,Vijay Stores
FMR321103401,789103,19-Mar-22,0,1,0,Vijay Stores
FMR322522503,789522,19-Mar-22,0,1,0,Acclaimed Stores
FMR320522601,789522,19-Mar-22,0,1,0,Acclaimed Stores
FMR320522401,789522,19-Mar-22,0,1,0,Acclaimed Stores
FMR322521302,789521,19-Mar-22,0,1,0,Acclaimed Stores
FMR320521303,789521,19-Mar-22,0,1,0,Acclaimed Stores
FMR322521501,789521,19-Mar-22,0,1,0,Acclaimed Stores
FMR321121602,789121,19-Mar-22,0,1,0,Coolblue
FMR322121101,789121,19-Mar-22,0,1,0,Coolblue
FMR320420603,789420,19-Mar-22,0,1,0,Lotus Mart
FMR322402303,789402,19-Mar-22,1,1,1,Propel Mart
FMR321402503,789402,19-Mar-22,1,1,1,Propel Mart
FMR322402601,789402,19-Mar-22,1,1,1,Propel Mart
FMR321221301,789221,19-Mar-22,1,1,1,Atlas Stores
FMR320721602,789721,19-Mar-22,1,1,1,Logic Stores
FMR320320503,789320,19-Mar-22,1,1,1,Chiptec Stores
FMR321320303,789320,19-Mar-22,1,1,1,Chiptec Stores
FMR321320101,789320,19-Mar-22,1,1,1,Chiptec Stores
FMR322503503,789503,19-Mar-22,1,1,1,Viveks Stores
FMR321503503,789503,19-Mar-22,1,1,1,Viveks Stores
FMR321503201,789503,19-Mar-22,1,1,1,Viveks Stores
FMR320720201,789720,19-Mar-22,1,1,1,Logic Stores
FMR321720402,789720,19-Mar-22,1,1,1,Logic Stores
FMR321720603,789720,19-Mar-22,1,1,1,Logic Stores
FMR320902402,789902,19-Mar-22,1,1,1,Elite Mart
FMR321902602,789902,19-Mar-22,1,1,1,Elite Mart
FMR321220603,789220,19-Mar-22,1,1,1,Atlas Stores
FMR322220501,789220,19-Mar-22,1,1,1,Atlas Stores
FMR322220401,789220,19-Mar-22,1,1,1,Atlas Stores
FMR321621503,789621,19-Mar-22,1,1,1,Expert Mart
FMR320101102,789101,19-Mar-22,1,1,1,Vijay Stores
FMR321101402,789101,19-Mar-22,1,1,1,Vijay Stores
FMR320101103,789101,19-Mar-22,1,1,1,Vijay Stores
FMR320321602,789321,19-Mar-22,1,1,1,Chiptec Stores
FMR320203603,789203,19-Mar-22,1,1,1,Rel Fresh
FMR320102601,789102,19-Mar-22,1,1,1,Vijay Stores
FMR321102602,789102,19-Mar-22,1,1,1,Vijay Stores
FMR321301403,789301,19-Mar-22,1,1,1,Expression Stores
FMR320201602,789201,19-Mar-22,1,1,1,Rel Fresh
FMR322420401,789420,19-Mar-22,1,1,1,Lotus Mart
FMR321121303,789121,19-Mar-22,1,1,1,Coolblue
FMR321522103,789522,19-Mar-22,1,1,1,Acclaimed Stores
FMR321422603,789422,19-Mar-22,1,1,1,Lotus Mart
FMR322521102,789521,19-Mar-22,1,1,1,Acclaimed Stores
FMR321702502,789702,19-Mar-22,1,1,1,Sorefoz Mart
FMR320103403,789103,19-Mar-22,1,1,1,Vijay Stores
FMR321903602,789903,19-Mar-22,1,1,1,Elite Mart
FMR321903601,789903,19-Mar-22,1,1,1,Elite Mart
FMR322520603,789520,19-Mar-22,1,1,1,Acclaimed Stores
FMR320403403,789403,19-Mar-22,1,1,1,Propel Mart
FMR320403603,789403,19-Mar-22,1,1,1,Propel Mart
FMR321403603,789403,19-Mar-22,1,1,1,Propel Mart
FMR320202502,789202,19-Mar-22,1,1,1,Rel Fresh
FMR321202502,789202,19-Mar-22,1,1,1,Rel Fresh
FMR321303402,789303,19-Mar-22,1,1,1,Expression Stores
FMR322303602,789303,19-Mar-22,1,1,1,Expression Stores
FMR321703603,789703,19-Mar-22,1,1,1,Sorefoz Mart
FMR321603601,789603,19-Mar-22,1,1,1,Info Stores
FMR320603301,789603,19-Mar-22,1,1,1,Info Stores
FMR322603401,789603,19-Mar-22,1,1,1,Info Stores
FMR321103502,789103,20-Mar-22,1,0,0,Vijay Stores
FMR323103502,789103,20-Mar-22,1,0,0,Vijay Stores
FMR322103403,789103,20-Mar-22,1,0,0,Vijay Stores
FMR323103601,789103,20-Mar-22,1,0,0,Vijay Stores
FMR322103202,789103,20-Mar-22,1,0,0,Vijay Stores
FMR321903403,789903,20-Mar-22,1,0,0,Elite Mart
FMR323903602,789903,20-Mar-22,1,0,0,Elite Mart
FMR322903601,789903,20-Mar-22,1,0,0,Elite Mart
FMR321903103,789903,20-Mar-22,1,0,0,Elite Mart
FMR323702203,789702,20-Mar-22,1,0,0,Sorefoz Mart
FMR321702503,789702,20-Mar-22,1,0,0,Sorefoz Mart
FMR322702601,789702,20-Mar-22,1,0,0,Sorefoz Mart
FMR323601602,789601,20-Mar-22,1,0,0,Info Stores
FMR321601602,789601,20-Mar-22,1,0,0,Info Stores
FMR322601601,789601,20-Mar-22,1,0,0,Info Stores
FMR323301502,789301,20-Mar-22,1,0,0,Expression Stores
FMR323203203,789203,20-Mar-22,1,0,0,Rel Fresh
FMR321203401,789203,20-Mar-22,1,0,0,Rel Fresh
FMR322621603,789621,20-Mar-22,1,0,0,Expert Mart
FMR323621502,789621,20-Mar-22,1,0,0,Expert Mart
FMR322101501,789101,20-Mar-22,1,0,0,Vijay Stores
FMR321101602,789101,20-Mar-22,1,0,0,Vijay Stores
FMR323102603,789102,20-Mar-22,1,0,0,Vijay Stores
FMR322102503,789102,20-Mar-22,1,0,0,Vijay Stores
FMR321902601,789902,20-Mar-22,1,0,0,Elite Mart
FMR322902403,789902,20-Mar-22,1,0,0,Elite Mart
FMR323902602,789902,20-Mar-22,1,0,0,Elite Mart
FMR323201602,789201,20-Mar-22,1,0,0,Rel Fresh
FMR322201503,789201,20-Mar-22,1,0,0,Rel Fresh
FMR322321201,789321,20-Mar-22,1,0,0,Chiptec Stores
FMR323321601,789321,20-Mar-22,1,0,0,Chiptec Stores
FMR321402201,789402,20-Mar-22,1,0,0,Propel Mart
FMR322402501,789402,20-Mar-22,1,0,0,Propel Mart
FMR323402202,789402,20-Mar-22,1,0,0,Propel Mart
FMR323720502,789720,20-Mar-22,1,0,0,Logic Stores
FMR321703503,789703,20-Mar-22,1,0,0,Sorefoz Mart
FMR321401301,789401,20-Mar-22,1,0,0,Propel Mart
FMR321320402,789320,20-Mar-22,1,0,0,Chiptec Stores
FMR322320502,789320,20-Mar-22,1,0,0,Chiptec Stores
FMR321721503,789721,20-Mar-22,1,0,0,Logic Stores
FMR323721603,789721,20-Mar-22,1,0,0,Logic Stores
FMR323122403,789122,20-Mar-22,1,0,0,Coolblue
FMR322122101,789122,20-Mar-22,1,0,0,Coolblue
FMR323220603,789220,20-Mar-22,1,0,0,Atlas Stores
FMR322220503,789220,20-Mar-22,1,0,0,Atlas Stores
FMR321520501,789520,20-Mar-22,1,0,0,Acclaimed Stores
FMR323501101,789501,20-Mar-22,1,0,0,Viveks Stores
FMR323503603,789503,20-Mar-22,1,0,0,Viveks Stores
FMR321503202,789503,20-Mar-22,1,0,0,Viveks Stores
FMR323603502,789603,20-Mar-22,1,0,0,Info Stores
FMR321603402,789603,20-Mar-22,1,0,0,Info Stores
FMR322403603,789403,20-Mar-22,1,0,0,Propel Mart
FMR323421103,789421,20-Mar-22,1,0,0,Lotus Mart
FMR323303602,789303,20-Mar-22,1,0,0,Expression Stores
FMR321521402,789521,20-Mar-22,1,0,0,Acclaimed Stores
FMR322121601,789121,20-Mar-22,1,0,0,Coolblue
FMR323522502,789522,20-Mar-22,1,0,0,Acclaimed Stores
FMR322522501,789522,20-Mar-22,1,0,0,Acclaimed Stores
FMR322422301,789422,20-Mar-22,1,0,0,Lotus Mart
FMR321202503,789202,20-Mar-22,0,0,0,Rel Fresh
FMR323203603,789203,20-Mar-22,0,0,0,Rel Fresh
FMR323402501,789402,20-Mar-22,0,0,0,Propel Mart
FMR323101103,789101,20-Mar-22,0,0,0,Vijay Stores
FMR321720503,789720,20-Mar-22,0,0,0,Logic Stores
FMR322501502,789501,20-Mar-22,0,0,0,Viveks Stores
FMR321103602,789103,20-Mar-22,0,0,0,Vijay Stores
FMR321903502,789903,20-Mar-22,0,0,0,Elite Mart
FMR323521602,789521,20-Mar-22,0,0,0,Acclaimed Stores
FMR321521302,789521,20-Mar-22,0,0,0,Acclaimed Stores
FMR321522503,789522,20-Mar-22,0,0,0,Acclaimed Stores
FMR323522202,789522,20-Mar-22,0,0,0,Acclaimed Stores
FMR321422503,789422,20-Mar-22,0,0,0,Lotus Mart
FMR322420203,789420,20-Mar-22,0,0,0,Lotus Mart
FMR323420401,789420,20-Mar-22,0,0,0,Lotus Mart
FMR322420303,789420,20-Mar-22,0,0,0,Lotus Mart
FMR322520403,789520,20-Mar-22,0,0,0,Acclaimed Stores
FMR321520602,789520,20-Mar-22,0,0,0,Acclaimed Stores
